pack_id,admission_checkpoint,selected_records_count,pack_bytes,status,snapshot,provenance,limitation
1,0,12,867,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3139,122,66,69661,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3140,122,69,80139,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3141,122,76,67438,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3142,122,64,80476,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3143,122,67,53428,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3144,122,76,54219,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3145,122,43,69098,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3146,122,76,51175,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3147,122,61,50216,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3148,122,51,63132,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3149,122,50,53540,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3150,122,96,49259,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3151,122,81,61106,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3152,122,84,67225,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3153,122,74,64051,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3154,122,73,57542,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3155,122,77,47704,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3156,122,88,47609,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3157,122,92,49825,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3158,122,84,43778,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3159,122,80,59451,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3160,122,102,43145,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3161,122,83,63997,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3162,122,66,60700,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3163,122,59,59156,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3164,122,39,64473,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3165,122,1,3846,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3166,122,69,62838,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3167,122,43,61598,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3168,122,52,66055,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3169,122,39,75060,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3170,122,23,68733,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3171,122,3,4701,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3172,122,77,42986,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3173,122,84,52684,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3174,122,96,59181,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3175,122,109,46388,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3176,122,68,59682,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3177,122,61,59834,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3178,122,63,53425,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3179,122,109,43552,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3180,122,108,44638,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3181,122,64,53372,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3182,122,80,54514,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3183,122,66,62316,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3184,122,58,57346,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3185,122,68,62102,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3186,122,92,51144,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3187,122,63,53958,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3188,122,107,68894,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3189,122,100,49932,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3190,122,70,62607,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3191,122,56,61018,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3192,122,385,67722,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3193,122,430,66312,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3194,122,356,70011,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3195,122,402,70981,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3196,122,367,68777,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3197,122,342,68791,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3198,122,411,68118,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3199,122,378,70010,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3200,122,379,72765,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3201,122,381,69074,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3202,122,406,70796,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3203,122,410,68960,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3204,122,252,62537,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3205,123,67,21756,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3206,123,86,10123,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3207,123,50,7594,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3208,123,93,40615,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3209,123,105,46462,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3210,123,70,89927,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3211,123,89,75518,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3212,123,82,64823,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3213,123,54,98273,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3214,123,76,59718,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3215,123,61,66003,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3216,123,57,88272,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3217,123,3,8715,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3218,123,52,103036,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3219,123,94,46293,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3220,123,91,64240,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3221,123,73,54518,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3222,123,88,54819,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3223,123,83,46922,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3224,123,138,28028,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3225,123,69,79811,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3226,123,90,133941,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3227,123,116,91090,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3228,123,101,100610,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3229,123,128,103804,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3230,123,109,104003,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3231,123,108,101826,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3232,123,126,103074,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3233,123,25,34347,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3234,124,45,19439,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3235,124,39,10081,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3236,124,51,10277,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3237,124,60,8208,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3238,124,60,107501,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3239,124,71,98485,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3240,124,61,61187,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3241,124,59,70487,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3242,124,51,70274,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3243,124,52,60775,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3244,124,48,52720,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3245,124,69,63249,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3246,124,94,52460,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3247,124,76,89329,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3248,124,70,108401,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3249,124,62,102025,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3250,124,71,109348,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3251,124,80,103151,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3252,124,60,93478,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3253,125,29,26756,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3254,125,19,16005,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3255,125,15,6499,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3256,125,87,8800,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3257,125,69,15950,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3258,125,45,75635,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3259,125,6,15781,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3260,125,79,91648,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3261,125,64,78070,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3262,125,96,53886,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3263,125,72,77280,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3264,125,105,64921,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3265,125,84,79512,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3266,125,50,80363,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3267,125,117,41189,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3268,125,97,51642,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3269,125,93,62322,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3270,125,76,57916,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3271,125,48,64087,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3272,125,52,60928,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3273,125,78,46663,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3274,125,63,53862,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3275,125,80,51888,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
3276,125,107,50979,derived,historical acknowledgement checkpoint,retained-prefix equals selected-prefix at every acknowledgement; immutable selected locators; atomic pack insertion; all records selected,No within-checkpoint sequence inferred; not derived from pack-ID order alone
